iter	RMSE
0	1.189395235
1	1.182260827
2	1.175107718
3	1.167774268
4	1.160678465
5	1.153700622
6	1.146997105
7	1.140358158
8	1.13410353
9	1.127402693
10	1.120711809
11	1.114462569
12	1.107820596
13	1.101462068114	1.09487434215	1.080528125
16	1.07414108
17	1.067957409
18	1.06168688
19	1.055898527
20	1.05020557
21	1.043847641
22	1.037731327
23	1.03156133
24	1.026006192
25	1.020712049
26	1.014909176
27	1.009245832
28	1.003542461
29	0.9981811315
30	0.9931352035
31	0.9875939872
32	0.9820488927
33	0.9769395974
34	0.9718039767
35	0.967094736
36	0.9620377995
37	0.956514146
38	0.9515434685
39	0.9470745941
40	0.9419561544
41	0.9370782099
42	0.932377476
43	0.9276916061
44	0.9231133053
45	0.9181722729
46	0.9135980474
47	0.9090631299
48	0.9046320452
49	0.89997825
50	0.8956985177
51	0.8913462015
52	0.8867659517
53	0.8825433426
54	0.8783988269
55	0.8744988093
56	0.8703198626
57	0.8664223459
58	0.8622665527
59	0.8582913222
60	0.8541383255
61	0.8503051922
62	0.8465210751
63	0.8425775599
64	0.8391321405
65	0.8352355161
66	0.831647182
67	0.828017595
68	0.824425008
69	0.8209155397
70	0.8172079476
71	0.8137853801
72	0.8099187308
73	0.806250771
74	0.8027855074
75	0.7994656002
76	0.7961504784
77	0.7930299593
78	0.7894889208
79	0.7865474914
80	0.7833961247
81	0.7801594975
82	0.7767849144
83	0.7736449477
84	0.7704144665
85	0.7671274201
86	0.7639803417
87	0.7608167408
88	0.7578287418
89	0.7549755854
90	0.7519163564
91	0.7488023477
92	0.7458165831
93	0.7429749145
94	0.7403019929
95	0.7374018527
96	0.7345985926
97	0.7317269071
98	0.729021441
99	0.7262914562
100	0.7234247978
101	0.7205976753
102	0.7181787152
103	0.7156773662
104	0.7132712528
105	0.7107693573
106	0.7079891327
107	0.7055448741
108	0.703432217
109	0.7009542778
110	0.6987318062
111	0.696326822
112	0.6940804601
113	0.6917947916
114	0.6896073909
115	0.6875085982
116	0.6853754134
117	0.6831246315
118	0.6808801441
119	0.6785573642
120	0.6762729288
121	0.6739310407
122	0.671651649
123	0.6697694681
124	0.6675702781
125	0.6655091879
126	0.6635708176
127	0.6616335411
128	0.659571635
129	0.6574833894
130	0.6554459131
131	0.6536066519
132	0.6517565962
133	0.6496989488
134	0.6477671743
135	0.6459411409
136	0.644020397
137	0.6424369178
138	0.6407799593
139	0.6389032044
140	0.6370133423
141	0.6350940144
142	0.6331231814
143	0.6315900061
144	0.6297378521
145	0.6280317558
146	0.6261722641
147	0.624425834
148	0.6226718667
149	0.6209692384
150	0.6192863467
151	0.6176834959
152	0.6161695891
153	0.614376072
154	0.6126028863
155	0.6110088734
156	0.6095223533
157	0.6079848392
158	0.6064275385
159	0.60505869
160	0.6035949681
161	0.6021456143
162	0.6008585922
163	0.5994137502
164	0.5979013445
165	0.596383373
166	0.5949959709
167	0.5935969208
168	0.5920202442
169	0.5907887263
170	0.5894218616
171	0.5879290771
172	0.5866147485
173	0.5851665795
174	0.5838770868
175	0.5824979377
176	0.581203131
177	0.5800032559
178	0.5785787913
179	0.5772200574
180	0.5759653705
181	0.5747145728
182	0.5734322323
183	0.5722205322
184	0.5709662401
185	0.5697880349
186	0.5685850606
187	0.5674580405
188	0.5663690426
189	0.5652466609
190	0.5639281544
191	0.5626723976
192	0.5615350548
193	0.560563287
194	0.5593970273
195	0.5582145437
196	0.5570911996
197	0.5560132904
198	0.5548752269
199	0.5536970239
200	0.5525682392
201	0.551562504
202	0.5504304739
203	0.5493412139
204	0.5483325975
205	0.5473552478
206	0.5462661496
207	0.5450344528
208	0.5439563664
209	0.5429641728
210	0.541952096
211	0.5409012237
212	0.53995997
213	0.539121159
214	0.5380808188
215	0.5371835834
216	0.5362970781
217	0.5354082987
218	0.5343213204
219	0.5332649357
220	0.5323702824
221	0.5315160112
222	0.5305740874
223	0.5297502052
224	0.5288887027
225	0.5279547397
226	0.5271419723
227	0.5261266234
228	0.5252389893
229	0.5243348197
230	0.5234366932
231	0.5225757055
232	0.5217064497
233	0.5208684681
234	0.520058655
235	0.5191974075
236	0.51842437
237	0.5175341212
238	0.5166341536
239	0.515735483
240	0.5149482522
241	0.5140835978
242	0.513377296
243	0.5126042474
244	0.511883574
245	0.5112213688
246	0.5103369413
247	0.5095546678
248	0.5087260569
249	0.5079869722
250	0.5071527048
251	0.5064168682
252	0.5056798724
253	0.504893152
254	0.5041129893
255	0.5034119537
256	0.5027377105
257	0.5019688138
258	0.5013191416
259	0.5006062527
260	0.4999911048
261	0.4991808781
262	0.4984947101
263	0.4978060876
264	0.4970417728
265	0.4963949164
266	0.4957071345
267	0.4949663151
268	0.4942827034
269	0.4935244274
270	0.492853652
271	0.4922128951
272	0.4915324783
273	0.4908428789
274	0.490279294
275	0.489612189
276	0.4889291568
277	0.4882843008
278	0.4877024734
279	0.4871575061
280	0.4865857064
281	0.4861058986
282	0.485568986
283	0.4849341918
284	0.4843436596
285	0.4837641221
286	0.4832036302
287	0.4825715422
288	0.4819963382
289	0.4814157701
290	0.4807843955
291	0.4802684573
292	0.4797487955
293	0.4792172179
294	0.4786023618
295	0.4780571476
296	0.4775070924
297	0.476906971
298	0.4763265718
299	0.4758245294
300	0.4753083975
301	0.4747540419
302	0.474203644
303	0.4736296395
304	0.4731079907
305	0.4726484592
306	0.4721408508
307	0.4716775065
308	0.4711644891
309	0.4706382438
310	0.470095276
311	0.4696386024
312	0.4691054967
313	0.4685580206
314	0.4681197673
315	0.4677410752
316	0.4672777171
317	0.4666811895
318	0.4661472295
319	0.4657081735
320	0.4652171364
321	0.4647579969
95447
322	0.4812156853
323	0.4806022796
324	0.4800984386
804831
325	0.467253603
326	0.4667940935
327	0.4663531297
328	0.4659238207
329	0.4655178687
330	0.4650400558
331	0.464466785
332	0.4639111164
333	0.4635467049
334	0.463040681
335	0.4627094979
336	0.4622374316
337	0.4617881136
338	0.4614095284
339	0.46093925
340	0.4604714804
102
341	0.4565854154
342	0.456142334
343	0.4557237559
344	0.4552561972
345	0.4548417515
346	0.4544377568
347	0.4539971446
348	0.4536004295
349	0.4532081922
350	0.4527882492
351	0.452419841
352	0.4519869375
353	0.4516036685
354	0.4511976684
355	0.4507893373
356	0.450357905
357	0.4499445348
0.4460461161
359	0.4456775421
360	0.4452690519
361	0.4448969436
362	0.4445564989
363	0.4441976963
364	0.4438378434
365	0.4433934563
366	0.4429905773
367	0.4426866506
368	0.442355618
369	0.4419067018
370	0.4415560083
371	0.441143134
372	0.4408548191
373	0.4405281905
374	0.4401427634
375	0.4397913507
376	0.4395260758
377	0.439184992
378	0.4388599982
379	0.4385260256
380	0.438159088
381	0.4378067077
382	0.437499286
383	0.4371528997
384	0.4369162272
385	0.4365852253
386	0.4362403759
387	0.43595296
388	0.4355945723
389	0.435313585
390	0.4349842963
391	0.4346573261
392	0.4343683648
393	0.4340388625
394	0.4336942627
395	0.4333156744
396	0.433009491
397	0.4326343565
398	0.4323089418
399	0.4320016473
400	0.4316597525
401	0.4312746633
402	0.4309136667
403	0.4305760465
404	0.4302815753
405	0.4301058294
406	0.429734149
407	0.4294743014
408	0.4291211499
409	0.4288588802
410	0.4285262491
411	0.4281914073
94
400	0.04418255181
401	0.04402230231
402	0.04397749731
403	0.04393374799
404	0.04373566238
405	0.04350934608
406	0.0432578953
407	0.04309761213
408	0.0428540638
409	0.04266092401
04
39
410	0.04643206984
411	0.0462723648
412	0.04610779401
413	0.04586416538
414	0.04562302232
415	0.04536446723
416	0.04522864058
417	0.04509015601
418	0.04493640191
419	0.04479728968
420	0.04456983412
421	0.04444984472
422	0.04431450104
423	0.04398428825
424	0.04370952831
425	0.04345749608
426	0.0433363976
427	0.04309622073
428	0.04305127954
429	0.04289431445
430	0.04276552194
431	0.04267173776
432	0.0424578435
433	0.04215694023
434	0.04206299186
435	0.04181574713
436	0.04167136184
7	0.03906254021
438	0.03880057489
439	0.03860931637
440	0.03850924676
0.03468072715
441	0.03447288755
442	0.03437231016
21
443	0.0376857514
444	0.03753295062
445	0.03731064408
446	0.03725550613
447	0.03707484784
448	0.03701809589
449	0.03694871895
450	0.0367591252
451	0.03661170391
452	0.03646326586
453	0.03635237959
454	0.03621657331
455	0.03600580727
456	0.03581513522
457	0.03566196718
458	0.03546659621
459	0.03534488493
460	0.03507105627
461	0.03484816064
462	0.03467615422
463	0.0344814773
464	0.0343512053
465	0.0341327699
466	0.03389699531
467	0.03380718675
468	0.03368800369
469	0.03351266872
470	0.03337384375
471	0.03333050991
472	0.03315654851
473	0.03303025165
474	0.03302839123
475	0.03291943292
476	0.03284072265
477	0.03274270239
